"","region","district","year","pop"
"2022","Northern","Kumbungu",2022,112223.912612662
"2023","Northern East","West Mamprusi",2022,188118.145664377
"2024","Northern East","Mamprugu-Moagduri",2022,73053.5168014597
"2025","Northern","Zabzugu",2022,88665.454455955
"2026","Northern","Tatale-Sangule",2022,79732.1099840682
"2027","Bono East","Sene East",2022,76351.5969837434
"2028","Bono East","Sene West",2022,76295.9470312505
"2029","Ahafo","Asutifi North",2022,79336.6266820952
"2030","Ashanti","Ahafo Ano North",2022,96601.3644966967
"2031","Ahafo","Asutifi South",2022,76535.9280749662
"2032","Bono East","Techiman Municipal",2022,274663.667625274
"2033","Savannah","North Gonja",2022,65213.5421688911
"2034","Greater Accra","Tema West",2022,231679.656113675
"2035","Greater Accra","Ashaiman",2022,226998.141051218
"2036","Greater Accra","Kpone-Katamanso",2022,456330.956227773
"2037","Upper East","Tempane",2022,104066.234234236
"2038","Upper East","Bolgatanga East",2022,45960.6458613984
"2039","Northern East","Bunkpurugu -Nakpanduri",2022,87928.6692083124
"2040","Savannah","North-East Gonja",2022,41579.46983256
"2041","Northern","Nanton",2022,50293.5971788587
"2042","Bono","Berekum West",2022,47793.0074790809
"2043","Bono East","Pru",2022,124347.320285746
"2044","Eastern","Fanteakwa South",2022,54007.3572031446
"2045","Eastern","New Juaben South",2022,147826.552235518
"2046","Eastern","Akwapim North",2022,105391.312080748
"2047","Volta","Keta",2022,85287.7123644128
"2048","Ashanti","Adansi Akrofuom",2022,51609.9463409074
"2049","Ashanti","Adansi North",2022,57100.0322510451
"2050","Ashanti","Obuasi East",2022,113852.711089404
"2051","Ashanti","Amansie West",2022,115600.819925696
"2052","Ashanti","Atwima Nwabiagya North",2022,141653.737144393
"2053","Ashanti","Oforikrom",2022,230130.076364316
"2054","Ashanti","Old Tafo",2022,122850.242240906
"2055","Ashanti","Asokwa",2022,141006.116742089
"2056","Greater Accra","Ayawaso East",2022,55326.3198232651
"2057","Greater Accra","Ayawaso North",2022,68259.745059967
"2058","Greater Accra","Ayawaso Central",2022,99487.1353988647
"2059","Ashanti","Kwadaso",2022,161134.883072138
"2060","Ashanti","Suame",2022,157596.774347305
"2061","Ashanti","Asokore Mampong",2022,198007.731040578
"2062","Ashanti","Afigya Kwabre South",2022,236604.222548446
"2063","Ashanti","Ejisu",2022,195519.136322091
"2064","Ashanti","Ahafo Ano South East",2022,61582.7129143104
"2065","Greater Accra","Korle-Klottey",2022,73851.512322396
"2066","Greater Accra","Ablekuma West",2022,151374.577209473
"2067","Greater Accra","Ablekuma Central",2022,184686.099569142
"2068","Greater Accra","Krowor",2022,146868.645902127
"2069","Greater Accra","Ga North",2022,292482.009167176
"2070","Greater Accra","Weija-Gbawe",2022,216341.574734823
"2071","Greater Accra","Ablekuma North",2022,160897.416137695
"2072","Eastern","Birim south",2022,50945.3451418001
"2073","Eastern","Birim Central",2022,76490.2587941885
"2074","Eastern","Abuakwa North",2022,94714.2851287387
"2075","Eastern","Atiwa East",2022,71551.9822034705
"2076","Central","Awutu Senya East",2022,240149.766643502
"2077","Oti","Kadjebi",2022,76464.7936304603
"2078","Ashanti","Kumasi",2022,490874.793191016
"2079","Greater Accra","Tema",2022,156606.683811054
"2080","Greater Accra","Ga South",2022,346745.235606162
"2081","Western","Sekondi-Takoradi",2022,256344.142951871
"2082","Western","Effia-Kwesimintsim",2022,190532.509224437
"2083","Northern","Sagnarigu",2022,305862.05106081
"2084","Northern","Tamale",2022,461162.026341474
"2085","Central","Cape Coast",2022,203704.169430139
"2086","Greater Accra","Accra Metro",2022,305274.119642716
"2087","Greater Accra","Okai Koi North",2022,168974.263473988
"2088","Oti","Guan District",2022,29950.0368660241
"2089","Greater Accra","Ledzokuku",2023,218496.237503126
"2090","Northern East","Chereponi",2023,94854.2093606908
"2091","Upper West","Wa Municipal",2023,216598.295958967
"2092","Upper West","Jirapa",2023,97770.0972141409
"2093","Upper West","Sissala West",2023,69099.4477065038
"2094","Upper West","Lambussie",2023,52818.4114873242
"2095","Upper East","Bolgatanga Municipal",2023,150679.943027493
"2096","Upper East","Bongo",2023,131602.506768117
"2097","Upper East","Kasena-Nankana West",2023,88096.5063155647
"2098","Upper West","Wa West",2023,97647.1065535732
"2099","Savannah","Sawla-Tuna-Kalba",2023,125985.950124745
"2100","Upper West","Sissala East",2023,87595.6867559869
"2101","Upper East","Kasena-Nankana",2023,115941.645831131
"2102","Northern East","Yunyoo-Nasuan",2023,62770.4372730106
"2103","Upper East","Garu",2023,64527.9867654145
"2104","Northern East","East Mamprusi",2023,203122.801035048
"2105","Upper East","Bawku West",2023,155536.211370333
"2106","Bono","Dormaa East",2023,71726.3971963935
"2107","Bono","Berekum",2023,118119.487490689
"2108","Bono","Jaman South",2023,118449.834085642
"2109","Bono","Sunyani West",2023,149287.591086482
"2110","Ahafo","Asunafo North",2023,163245.784310589
"2111","Bono East","Nkoranza North",2023,60836.8467796976
"2112","Bono East","Kintampo South",2023,106461.877109967
"2113","Ahafo","Tano North",2023,101844.340075877
"2114","Volta","Ketu North",2023,117427.954941892
"2115","Volta","Ketu South",2023,274683.04180541
"2116","Volta","Anloga",2023,101690.617166447
"2117","Volta","South Tongu",2023,118640.6455377
"2118","Oti","Jasikan",2023,63807.3154382687
"2119","Oti","Krachi East",2023,129665.611957395
"2120","Oti","Nkwanta South",2023,151432.690558569
"2121","Ashanti","Afigya Kwabre North",2023,70929.1309547015
"2122","Ashanti","Atwima Kwanwoma",2023,223305.13745941
"2123","Ashanti","Sekyere South",2023,131456.077853717
"2124","Ashanti","Sekyere East",2023,84596.286955744
"2125","Ashanti","Sekyere Central",2023,75223.9493512753
"2126","Ashanti","Offinso North",2023,84131.5132031143
"2127","Ashanti","Offinso",2023,149786.293590538
"2128","Greater Accra","Adentan",2023,225985.064142179
"2129","Bono","Dormaa Municipal",2023,122383.260522921
"2130","Ashanti","Ahafo Ano South West",2023,78409.115163967
"2131","Ashanti","Bekwai",2023,151322.512876798
"2132","Ashanti","Bosomtwe",2023,173344.99206556
"2133","Central","Ajumako-Enyan-Essiam",2023,130952.915821021
"2134","Central","Gomoa West",2023,140048.975522701
"2135","Ashanti","Obuasi",2023,102148.048568934
"2136","Ashanti","Kwabre East",2023,313447.071724726
"2137","Ashanti","Ejura-Sekyedumase",2023,149580.313112334
"2138","Ashanti","Atwima Nwabiagya",2023,236997.190640336
"2139","Ashanti","Atwima Mponua",2023,166782.845605308
"2140","Ashanti","Adansi South",2023,92245.6209297888
"2141","Ashanti","Adansi Asokwa",2023,78720.8607535772
"2142","Ashanti","Bosome Freho",2023,67103.4365718737
"2143","Ashanti","Asante Mampong",2023,126061.87565054
"2144","Central","Agona West",2023,140138.42540322
"2145","Central","Agona East",2023,117979.395476026
"2146","Central","Assin North",2023,99661.9749440569
"2147","Central","Assin South",2023,113340.334480861
"2148","Central","Asikuma-Odoben-Brakwa",2023,140287.217356093
"2149","Central","Efutu",2023,107109.570596803
"2150","Central","Gomoa East",2023,390180.908226371
"2151","Central","Abura-Asebu-Kwamankese",2023,126452.204262847
"2152","Western","Jomoro",2023,137405.909698885
"2153","Western","Ellembelle",2023,130983.473084878
"2154","Western","Prestea-Huni Valley",2023,250846.919974948
"2155","Western","Ahanta West",2023,165944.832183633
"2156","Western","Nzema East",2023,105722.118344901
"2157","Western","Tarkwa-Nsuaem",2023,234415.284829893
"2158","Western North","Sefwi-Akontombra",2023,73391.6363734687
"2159","Eastern","Akyemansa",2023,99130.2544234935
"2160","Eastern","Kwahu South",2023,102519.217750097
"2161","Eastern","Asene Manso Akroso",2023,82455.5192233175
"2162","Eastern","Upper Manya-Krobo",2023,77816.918017786
"2163","Eastern","Achiase",2023,51416.7476355415
"2164","Eastern","Okere",2023,55834.1227839235
"2165","Eastern","Yilo-Krobo",2023,136640.130968463
"2166","Eastern","Atiwa West",2023,65174.23348061
"2167","Eastern","New Juaben North",2023,92220.5703244042
"2168","Eastern","Fanteakwa North",2023,66031.5863139331
"2169","Eastern","Birim North",2023,89396.0106123425
"2170","Eastern","Asuogyaman",2023,111379.445751563
"2171","Eastern","Kwahu East",2023,76784.423879602
"2172","Eastern","Kwahu West",2023,154621.780358246
"2173","Western North","Bibiani-Anhwiaso-Bekwai",2023,181142.473641597
"2174","Central","Upper Denkyira East",2023,111861.704990186
"2175","Ashanti","Amansie Central",2023,99116.2393075787
"2176","Ashanti","Amansie South",2023,123471.802523145
"2177","Central","Upper Denkyira West",2023,106164.632705797
"2178","Central","Komenda-Edna-Eguafo-Abirem",2023,180147.882851856
"2179","Western North","Sefwi-Wiawso",2023,163995.692002056
"2180","Ahafo","Asunafo South",2023,101160.515454248
"2181","Bono East","Nkoranza South",2023,124591.205294874
"2182","Savannah","Bole",2023,125437.894344884
"2183","Eastern","Lower-Manya Krobo",2023,124770.658032499
"2184","Bono East","Kintampo North",2023,143359.885219839
"2185","Bono East","Atebubu-Amanten",2023,157592.576535349
"2186","Northern","Kpandai",2023,96732.8932880908
"2187","Oti","Nkwanta North",2023,134145.892284175
"2188","Oti","Biakoye",2023,77071.5498744091
"2189","Savannah","Central Gonja",2023,151061.644507828
"2190","Bono East","Pru West",2023,51237.7441065405
"2191","Northern","Savelugu",2023,131215.120726559
"2192","Northern","Karaga",2023,136572.145082004
"2193","Savannah","East Gonja",2023,173047.145671888
"2194","Volta","South Dayi",2023,61494.8451023716
"2195","Upper West","Wa East",2023,102167.852476431
"2196","Northern","Saboba",2023,104538.883658148
"2197","Northern","Gushiegu",2023,160611.723640671
"2198","Northern","Nanumba North",2023,174531.016216945
"2199","Northern","Nanumba South",2023,147328.204032594
"2200","Bono","Wenchi",2023,134043.002846939
"2201","Ahafo","Tano South",2023,95030.6973189861
"2202","Bono","Sunyani Municipal",2023,209740.898752326
"2203","Ashanti","Asante Akim South",2023,131257.409827694
"2204","Greater Accra","Ada East",2023,85490.475812776
"2205","Greater Accra","Shai-Osudoku",2023,115594.917027159
"2206","Greater Accra","Ada West",2023,79283.9704773929
"2207","Greater Accra","Ningo Prampram",2023,232711.148414868
"2208","Bono East","Techiman North",2023,100238.167610208
"2209","Bono","Banda",2023,31260.3871834595
"2210","Bono","Jaman North",2023,128721.611893376
"2211","Bono","Tain",2023,123912.81883733
"2212","Ashanti","Sekyere Kumawu",2023,69010.3553173412
"2213","Ashanti","Sekyere Afram Plains",2023,38158.0137152746
"2214","Ashanti","Asante Akim North",2023,92737.9626327092
"2215","Ashanti","Asante Akim Central",2023,99821.4160678135
"2216","Ashanti","Juaben",2023,65460.8474656809
"2217","Greater Accra","La-Dade-Kotopon",2023,153796.779376335
"2218","Western North","Aowin",2023,142341.198788004
"2219","Western North","Suaman",2023,42468.0873028301
"2220","Western North","Bia East",2023,57182.2166883126
"2221","Western North","Bia West",2023,118553.231698691
"2222","Western North","Bodi",2023,71230.3147335351
"2223","Western North","Juaboso",2023,106598.051211012
"2224","Western","Shama",2023,128450.544109764
"2225","Western","Wassa East",2023,111158.617670891
"2226","Western","Mpohor",2023,54514.1161983293
"2227","Western","Wassa Amenfi West",2023,143356.005978304
"2228","Western","Wassa Amenfi Central",2023,146349.507600952
"2229","Central","Mfantsiman",2023,170399.416155729
"2230","Central","Ekumfi",2023,79996.6214267965
"2231","Central","Twifo-Hemang Lower Denkyira",2023,72599.014265066
"2232","Central","Twifo-Ati-Mokwa",2023,109388.64717097
"2233","Central","Awutu Senya",2023,179277.525895212
"2234","Greater Accra","La-Nkwantanang-Madina",2023,293288.721920926
"2235","Greater Accra","Ga East",2023,344930.40080687
"2236","Western","Wassa Amenfi East",2023,175858.419258419
"2237","Central","Gomoa Central",2023,72508.1621315628
"2238","Central","Assin Foso",2023,87676.5064239241
"2239","Greater Accra","Ayawaso West",2023,104143.149078965
"2240","Greater Accra","Ga West",2023,362480.510659736
"2241","Oti","Krachi West",2023,63998.0272068549
"2242","Oti","Krachi Nchumuru",2023,86855.6464544404
"2243","Volta","Agortime-Ziope",2023,42833.9308683332
"2244","Volta","Adaklu",2023,44775.5056047905
"2245","Volta","Akatsi South",2023,101326.010661199
"2246","Volta","Akatsi North",2023,34154.3412182406
"2247","Volta","Ho",2023,190518.306404238
"2248","Volta","Hohoe",2023,123960.286650511
"2249","Volta","Ho West",2023,91754.1816117521
"2250","Volta","Afadjato South",2023,80869.9325353131
"2251","Volta","North Dayi",2023,40809.7537880493
"2252","Volta","Kpando",2023,64325.9655817021
"2253","Volta","North Tongu",2023,121277.778028989
"2254","Volta","Central Tongu",2023,86629.0746044563
"2255","Eastern","Nsawam-Adoagyiri",2023,165542.615200974
"2256","Greater Accra","Ga Central",2023,307283.206739824
"2257","Eastern","Akwapim South",2023,63136.7207318451
"2258","Eastern","Denkyembour",2023,84030.1347049549
"2259","Eastern","Kwaebibirem",2023,131752.095617315
"2260","Eastern","Afram Plains South",2023,78696.2015594202
"2261","Eastern","Kwahu North",2023,72813.8349925508
"2262","Eastern","Suhum",2023,139327.576908549
"2263","Eastern","Ayensuano",2023,100748.085976122
"2264","Eastern","East Akim - Abuakwa South",2023,81030.1629155036
"2265","Eastern","Upper West Akim",2023,95777.952640662
"2266","Eastern","West Akim",2023,135831.717742253
"2267","Bono","Dormaa West",2023,51132.9903495163
"2268","Upper West","Nadowli-Kaleo",2023,83240.3930690661
"2269","Upper West","Daffiama-Bussie-Issa",2023,42522.337912539
"2270","Upper West","Lawra",2023,63384.4391653677
"2271","Upper West","Nandom",2023,58150.2535566073
"2272","Upper East","Talensi",2023,94782.6127085537
"2273","Upper East","Nabdam",2023,48629.2347106393
"2274","Upper East","Builsa South",2023,40285.4942486938
"2275","Upper East","Builsa North",2023,61057.9496464955
"2276","Upper East","Binduri",2023,76431.7219955558
"2277","Upper East","Pusiga",2023,86618.7431591293
"2278","Upper East","Bawku Municipal",2023,135300.533068212
"2279","Savannah","West Gonja",2023,71130.1024490166
"2280","Northern","Mion",2023,106441.235741071
"2281","Northern","Yendi",2023,165771.111852882
"2282","Northern","Tolon",2023,134752.720672084
"2283","Northern","Kumbungu",2023,114417.002748747
"2284","Northern East","West Mamprusi",2023,191765.109511817
"2285","Northern East","Mamprugu-Moagduri",2023,74472.1356672905
"2286","Northern","Zabzugu",2023,90363.262685094
"2287","Northern","Tatale-Sangule",2023,81292.1710400907
"2288","Bono East","Sene East",2023,77819.1641637248
"2289","Bono East","Sene West",2023,77767.3489083988
"2290","Ahafo","Asutifi North",2023,80863.8401866928
"2291","Ashanti","Ahafo Ano North",2023,98456.313065419
"2292","Ahafo","Asutifi South",2023,78029.5045260731
"2293","Bono East","Techiman Municipal",2023,280093.035320154
"2294","Savannah","North Gonja",2023,66481.1329278611
"2295","Greater Accra","Tema West",2023,236153.568834912
"2296","Greater Accra","Ashaiman",2023,231385.273490474
"2297","Greater Accra","Kpone-Katamanso",2023,465280.306702048
"2298","Upper East","Tempane",2023,106097.202179782
"2299","Upper East","Bolgatanga East",2023,46851.473143924
"2300","Northern East","Bunkpurugu -Nakpanduri",2023,89626.7206509262
"2301","Savannah","North-East Gonja",2023,42383.8216487058
"2302","Northern","Nanton",2023,51274.7639995832
"2303","Bono","Berekum West",2023,48718.7048855312
"2304","Bono East","Pru",2023,126838.332890497
"2305","Eastern","Fanteakwa South",2023,55089.2646955214
"2306","Eastern","New Juaben South",2023,150693.562617114
"2307","Eastern","Akwapim North",2023,107414.146294521
"2308","Volta","Keta",2023,86934.3731495123
"2309","Ashanti","Adansi Akrofuom",2023,52611.7643736284
"2310","Ashanti","Adansi North",2023,58203.6877812129
"2311","Ashanti","Obuasi East",2023,116064.512765947
"2312","Ashanti","Amansie West",2023,117831.779451063
"2313","Ashanti","Atwima Nwabiagya North",2023,144434.27611516
"2314","Ashanti","Oforikrom",2023,234587.883845374
"2315","Ashanti","Old Tafo",2023,125190.031594276
"2316","Ashanti","Asokwa",2023,143693.48777806
"2317","Greater Accra","Ayawaso East",2023,56397.7021274567
"2318","Greater Accra","Ayawaso North",2023,69584.0457077026
"2319","Greater Accra","Ayawaso Central",2023,101417.022961617
"2320","Ashanti","Kwadaso",2023,164229.544974543
"2321","Ashanti","Suame",2023,160637.083899975
"2322","Ashanti","Asokore Mampong",2023,201835.467381865
"2323","Ashanti","Afigya Kwabre South",2023,241220.59914189
"2324","Ashanti","Ejisu",2023,199377.467181645
"2325","Ashanti","Ahafo Ano South East",2023,62781.3290468045
"2326","Greater Accra","Korle-Klottey",2023,75282.6732505262
"2327","Greater Accra","Ablekuma West",2023,154281.213236809
"2328","Greater Accra","Ablekuma Central",2023,188263.11982286
"2329","Greater Accra","Krowor",2023,149708.381697148
"2330","Greater Accra","Ga North",2023,297995.024557002
"2331","Greater Accra","Weija-Gbawe",2023,220394.935155805
"2332","Greater Accra","Ablekuma North",2023,164024.882802963
"2333","Eastern","Birim south",2023,51963.8199733617
"2334","Eastern","Birim Central",2023,77972.0044951737
"2335","Eastern","Abuakwa North",2023,96544.2553426325
"2336","Eastern","Atiwa East",2023,72926.60987176
"2337","Central","Awutu Senya East",2023,244834.754984379
"2338","Oti","Kadjebi",2023,77954.7224513963
"2339","Ashanti","Kumasi",2023,500299.758149356
"2340","Greater Accra","Tema",2023,159632.259242862
"2341","Greater Accra","Ga South",2023,353479.923916133
"2342","Western","Sekondi-Takoradi",2023,261288.811237942
"2343","Western","Effia-Kwesimintsim",2023,194251.75490132
"2344","Northern","Sagnarigu",2023,311936.940354714
"2345","Northern","Tamale",2023,470010.625531762
"2346","Central","Cape Coast",2023,207637.374248834
"2347","Greater Accra","Accra Metro",2023,311196.319283776
"2348","Greater Accra","Okai Koi North",2023,172200.283308625
"2349","Oti","Guan District",2023,30530.9811144602
"2350","Greater Accra","Ledzokuku",2024,222691.255341202
"2351","Northern East","Chereponi",2024,96670.4608230777
"2352","Upper West","Wa Municipal",2024,220763.80564948
"2353","Upper West","Jirapa",2024,99642.7888178341
"2354","Upper West","Sissala West",2024,70422.404776155
"2355","Upper West","Lambussie",2024,53828.416952475
"2356","Upper East","Bolgatanga Municipal",2024,153552.309610823
"2357","Upper East","Bongo",2024,134138.399543673
"2358","Upper East","Kasena-Nankana West",2024,89778.5366908237
"2359","Upper West","Wa West",2024,99507.5341434544
"2360","Savannah","Sawla-Tuna-Kalba",2024,128391.415220907
"2361","Upper West","Sissala East",2024,89274.9076427715
"2362","Upper East","Kasena-Nankana",2024,118168.345713238
"2363","Northern East","Yunyoo-Nasuan",2024,63946.3411565144
"2364","Upper East","Garu",2024,65741.1312978272
"2365","Northern East","East Mamprusi",2024,207038.040139267
"2366","Upper East","Bawku West",2024,158515.702943478
"2367","Bono","Dormaa East",2024,73114.3511509364
"2368","Bono","Berekum",2024,120394.074797634
"2369","Bono","Jaman South",2024,120709.023567656
"2370","Bono","Sunyani West",2024,152133.300593091
"2371","Ahafo","Asunafo North",2024,166371.882679424
"2372","Bono East","Nkoranza North",2024,61999.9169923533
"2373","Bono East","Kintampo South",2024,108541.00308678
"2374","Ahafo","Tano North",2024,103792.515985158
